지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
108,1976-01-01 00:00,-.2,,1.7,50,61,,,,,,,,,,,,,,,,,,,,
108,1976-01-01 01:00,,,2,50,,,,,,,,,,,,,,,,,,,,,
108,1976-01-01 02:00,,,2.3,50,,,,,,,,,,,,,,,,,,,,,
108,1976-01-01 03:00,-1.9,,2,50,76,4,-5.7,1012,1023.3,,,,,0,,,,800,0,,-2.9,-1.2,-.5,0,.8
108,1976-01-01 04:00,-2.1,,2,50,,,,,,,,,,,,,,,,,,,,,
108,1976-01-01 05:00,-1.4,,1.7,50,,,,,,,,,,,,,,,,,,,,,
108,1976-01-01 06:00,-1,,2,50,70,,,,,,,,,,,,,,,,,,,,
108,1976-01-01 07:00,-1.1,,1.7,70,,,,,,,,,,,,,,,,,,,,,
108,1976-01-01 08:00,-1.2,,1.7,50,,,,,,0,0,,,,,,,,,,,,,,
108,1976-01-01 09:00,-.1,,1.7,70,70,4.3,-4.7,1010.2,1021.2,.6,.14,,,2,,Sc,,250,0,,-1.9,-.9,-.5,0,.8
108,1976-01-01 10:00,1.6,,1.7,70,,,,,,.7,.6,,,,,,,,,,,,,,
108,1976-01-01 11:00,3,,1.3,50,,,,,,.8,.95,,,,,,,,,,,,,,
108,1976-01-01 12:00,5.4,,1.7,50,53,,,,,.7,1.12,,,,,,,,,,,,,,
108,1976-01-01 13:00,6.2,,.3,50,,,,,,.2,.96,,,,,,,,,,,,,,
108,1976-01-01 14:00,7.5,,4,250,,,,,,.3,.74,,,,,,,,,,,,,,
108,1976-01-01 15:00,8.3,,7,250,64,7.1,2.1,1006.6,1017.2,.6,.9,,,8,,ScCi,,1600,0,,1.3,-.2,-.3,.2,1
108,1976-01-01 16:00,8,,4.7,250,,,,,,0,.59,,,,,,,,,,,,,,
108,1976-01-01 17:00,7.4,,5,250,,,,,,0,.24,,,,,,,,,,,,,,
108,1976-01-01 18:00,5.8,,3.7,230,80,,,,,0,.04,,,,,,,,,,,,,,
108,1976-01-01 19:00,5.7,,2.3,250,,,,,,,,,,,,,,,,,,,,,
108,1976-01-01 20:00,5.3,,3,250,,,,,,,,,,,,,,,,,,,,,
108,1976-01-01 21:00,4.6,,3,250,86,7.2,2.3,1007,1017.7,,,,,7,,Sc,,600,0,,-.1,-.2,-.2,-.1,.7
108,1976-01-01 22:00,4.4,,2.3,250,,,,,,,,,,,,,,,,,,,,,
108,1976-01-01 23:00,4.3,,2.7,250,,,,,,,,,,,,,,,,,,,,,
108,1976-01-02 00:00,4.3,,3,250,88,,,,,,,,,,,,,,,,,,,,
108,1976-01-02 01:00,,,2.7,250,,,,,,,,,,,,,,,,,,,,,
108,1976-01-02 02:00,,,3.3,250,,,,,,,,,,,,,,,,,,,,,
108,1976-01-02 03:00,3.7,,2.7,270,91,7.2,2.3,1007.7,1018.4,,,,,10,,As,,350,0,,-.1,-.1,-.1,.1,.8
108,1976-01-02 04:00,,,1.3,290,,,,,,,,,,,,,,,,,,,,,
108,1976-01-02 05:00,2.9,,1.3,270,,,,,,,,,,,,,,,,,,,,,
108,1976-01-02 06:00,2.6,,.7,270,92,,,,,,,,,,,,,,,,,,,,
108,1976-01-02 07:00,2.7,,1.3,70,,,,,,,,,,,,,,,,,,,,,
108,1976-01-02 08:00,2.4,,.7,90,,,,,,0,0,,,,,,,,,,,,,,
108,1976-01-02 09:00,2.5,,1.7,70,89,6.5,.9,1009.6,1020.4,0,.01,,,9,,Sc,,90,0,,.2,-.1,-.2,.1,.8
108,1976-01-02 10:00,2.7,,1.7,70,,,,,,0,.21,,,,,,,,,,,,,,
108,1976-01-02 11:00,2.9,,2,70,,,,,,0,.31,,,,,,,,,,,,,,
108,1976-01-02 12:00,3.5,,.7,90,81,,,,,.8,.71,,,,,,,,,,,,,,
108,1976-01-02 13:00,5.3,,0,0,,,,,,1,1.37,,,,,,,,,,,,,,
108,1976-01-02 14:00,6.5,,1.3,200,,,,,,1,1.24,,,,,,,,,,,,,,
108,1976-01-02 15:00,6.9,,1.7,200,66,6.6,1.1,1008.2,1019,1,1.03,,,0,,,,110,0,,2.5,.2,0,.2,1
108,1976-01-02 16:00,6.4,,2.3,250,,,,,,0,.68,,,,,,,,,,,,,,
108,1976-01-02 17:00,4.9,,2,270,,,,,,0,.27,,,,,,,,,,,,,,
108,1976-01-02 18:00,2.3,,1.7,230,85,,,,,0,0,,,,,,,,,,,,,,
108,1976-01-02 19:00,1.3,,1,70,,,,,,,,,,,,,,,,,,,,,
108,1976-01-02 20:00,.8,,1,50,,,,,,,,,,,,,,,,,,,,,
108,1976-01-02 21:00,.8,,.5,70,97,6.3,.4,1008.7,1019.7,,,,,10,,,,3,0,,-.2,.2,-.1,0,.8
108,1976-01-02 22:00,.4,,.7,70,,,,,,,,,,,,,,,,,,,,,
108,1976-01-02 23:00,.5,,1.2,70,,,,,,,,,,,,,,,,,,,,,
108,1976-01-03 00:00,.4,,2,70,98,,,,,,,,,,,,,,,,,,,,
108,1976-01-03 01:00,,,1.7,70,,,,,,,,,,,,,,,,,,,,,
108,1976-01-03 02:00,,,2,70,,,,,,,,,,,,,,,,,,,,,
108,1976-01-03 03:00,-.6,,1.3,70,95,5.6,-1.2,1008.8,1019.9,,,,,10,,,,3,0,,-.1,.2,0,.2,.8
